key,date,new_confirmed,new_deceased,new_recovered,new_tested,total_confirmed,total_deceased,total_recovered,total_tested
US_FL_12013,2020-05-27,0,0,,,52,3,,
US_FL_12015,2020-05-27,3,2,,,433,58,,
US_FL_12017,2020-05-27,0,0,,,119,12,,
US_FL_12019,2020-05-27,1,1,,,366,28,,
US_FL_12021,2020-05-27,29,0,,,1334,46,,
US_FL_12023,2020-05-27,3,0,,,135,2,,
US_FL_12027,2020-05-27,3,0,,,124,8,,
US_FL_12029,2020-05-27,2,0,,,46,1,,
US_FL_12031,2020-05-27,23,2,,,1507,46,,
US_FL_12033,2020-05-27,7,3,,,776,29,,
US_FL_12035,2020-05-27,1,0,,,178,4,,
US_FL_12037,2020-05-27,0,0,,,2,0,,
US_FL_12039,2020-05-27,2,0,,,267,1,,
US_FL_12041,2020-05-27,0,0,,,12,0,,
US_FL_12043,2020-05-27,0,0,,,24,1,,
US_FL_12045,2020-05-27,0,0,,,1,0,,
US_FL_12047,2020-05-27,2,0,,,208,0,,
US_FL_12049,2020-05-27,1,0,,,88,0,,
US_FL_12051,2020-05-27,2,0,,,339,12,,
US_FL_12053,2020-05-27,1,0,,,113,5,,
US_FL_12055,2020-05-27,0,0,,,114,8,,
US_FL_12057,2020-05-27,26,0,,,1995,72,,
US_FL_12059,2020-05-27,0,0,,,18,0,,
US_FL_12061,2020-05-27,0,0,,,119,9,,
US_FL_12063,2020-05-27,1,0,,,240,0,,
US_FL_12065,2020-05-27,0,0,,,29,3,,
US_FL_12067,2020-05-27,0,0,,,8,0,,
US_FL_12069,2020-05-27,2,0,,,279,15,,
US_FL_12071,2020-05-27,8,6,,,1766,99,,
US_FL_12073,2020-05-27,2,0,,,376,6,,
US_FL_12075,2020-05-27,0,0,,,30,0,,
US_FL_12077,2020-05-27,0,0,,,209,0,,
US_FL_12079,2020-05-27,0,1,,,69,4,,
US_FL_12081,2020-05-27,6,2,,,996,93,,
US_FL_12083,2020-05-27,0,0,,,240,5,,
US_FL_12085,2020-05-27,15,0,,,550,9,,
US_FL_12086,2020-05-27,57,22,,,17224,655,,
US_FL_12087,2020-05-27,0,0,,,107,4,,
US_FL_12089,2020-05-27,2,0,,,72,1,,
US_FL_12091,2020-05-27,4,0,,,197,6,,
US_FL_12093,2020-05-27,0,0,,,67,0,,
US_FL_12095,2020-05-27,28,0,,,1876,38,,
US_FL_12097,2020-05-27,11,1,,,673,19,,
US_FL_12099,2020-05-27,26,5,,,5453,320,,
US_FL_12101,2020-05-27,4,-1,,,373,12,,
US_FL_12103,2020-05-27,9,4,,,1205,79,,
US_FL_12105,2020-05-27,16,4,,,907,54,,
US_FL_12107,2020-05-27,0,0,,,144,4,,
US_FL_12109,2020-05-27,4,0,,,245,5,,
US_FL_12111,2020-05-27,7,0,,,420,29,,
US_FL_12113,2020-05-27,28,0,,,237,9,,
US_FL_12115,2020-05-27,4,3,,,598,76,,
US_FL_12117,2020-05-27,6,0,,,471,12,,
US_FL_12119,2020-05-27,-1,0,,,253,17,,
US_FL_12121,2020-05-27,1,0,,,166,18,,
US_FL_12123,2020-05-27,0,0,,,14,0,,
US_FL_12125,2020-05-27,0,0,,,31,0,,
US_FL_12127,2020-05-27,3,0,,,683,37,,
US_FL_12129,2020-05-27,0,0,,,32,1,,
US_FL_12131,2020-05-27,1,0,,,109,9,,
US_FL_12133,2020-05-27,1,0,,,51,2,,
US_GA,2020-05-27,647,37,,-74189,42713,1904,,440756
US_GA_13001,2020-05-27,5,0,,,143,13,,
US_GA_13003,2020-05-27,3,0,,,38,2,,
US_GA_13005,2020-05-27,3,0,,,83,2,,
US_GA_13007,2020-05-27,-2,0,,,34,2,,
US_GA_13009,2020-05-27,2,1,,,337,26,,
US_GA_13011,2020-05-27,8,0,,,88,0,,
US_GA_13013,2020-05-27,9,2,,,316,13,,
US_GA_13015,2020-05-27,6,0,,,458,38,,
US_GA_13017,2020-05-27,4,0,,,69,1,,
US_GA_13019,2020-05-27,1,0,,,39,0,,
US_GA_13021,2020-05-27,5,0,,,441,24,,
US_GA_13023,2020-05-27,3,0,,,43,0,,
US_GA_13025,2020-05-27,0,0,,,50,2,,
US_GA_13027,2020-05-27,0,0,,,68,9,,
US_GA_13029,2020-05-27,1,0,,,73,5,,
US_GA_13031,2020-05-27,1,0,,,54,2,,
US_GA_13033,2020-05-27,0,0,,,123,5,,
US_GA_13035,2020-05-27,5,0,,,219,21,,
US_GA_13037,2020-05-27,1,0,,,130,5,,
US_GA_13039,2020-05-27,1,0,,,56,1,,
US_GA_13043,2020-05-27,0,0,,,13,0,,
US_GA_13045,2020-05-27,22,1,,,512,25,,
US_GA_13047,2020-05-27,4,0,,,115,0,,
US_GA_13049,2020-05-27,3,0,,,33,1,,
US_GA_13051,2020-05-27,4,0,,,476,23,,
US_GA_13053,2020-05-27,3,0,,,33,0,,
US_GA_13055,2020-05-27,0,0,,,24,2,,
US_GA_13057,2020-05-27,11,0,,,861,31,,
US_GA_13059,2020-05-27,10,0,,,259,13,,
US_GA_13061,2020-05-27,2,0,,,37,2,,
US_GA_13063,2020-05-27,16,2,,,1189,46,,
US_GA_13065,2020-05-27,0,0,,,57,2,,
US_GA_13067,2020-05-27,53,7,,,2907,157,,
US_GA_13069,2020-05-27,8,0,,,262,13,,
US_GA_13071,2020-05-27,55,0,,,434,14,,
US_GA_13073,2020-05-27,8,0,,,237,7,,
US_GA_13075,2020-05-27,2,0,,,47,2,,
US_GA_13077,2020-05-27,14,0,,,397,8,,
US_GA_13079,2020-05-27,-1,0,,,28,0,,
US_GA_13081,2020-05-27,3,0,,,226,7,,
US_GA_13083,2020-05-27,0,0,,,27,1,,
US_GA_13085,2020-05-27,4,0,,,108,1,,
US_GA_13087,2020-05-27,5,0,,,161,4,,
US_GA_13089,2020-05-27,152,4,,,3573,111,,
US_GA_13091,2020-05-27,0,0,,,50,2,,
US_GA_13093,2020-05-27,2,0,,,176,12,,
US_GA_13095,2020-05-27,10,2,,,1784,144,,
US_GA_13097,2020-05-27,4,1,,,521,24,,
US_GA_13099,2020-05-27,3,0,,,239,30,,
US_GA_13101,2020-05-27,3,0,,,99,0,,
US_GA_13103,2020-05-27,-1,0,,,74,1,,
US_GA_13105,2020-05-27,0,0,,,73,0,,
US_GA_13107,2020-05-27,1,0,,,27,2,,
US_GA_13109,2020-05-27,0,0,,,5,0,,
US_GA_13111,2020-05-27,0,0,,,40,1,,
US_GA_13113,2020-05-27,3,0,,,235,13,,
US_GA_13115,2020-05-27,10,0,,,253,15,,
US_GA_13117,2020-05-27,10,0,,,502,13,,
US_GA_13119,2020-05-27,2,0,,,41,1,,
US_GA_13121,2020-05-27,79,5,,,4309,214,,
US_GA_13123,2020-05-27,6,0,,,145,0,,
US_GA_13125,2020-05-27,0,0,,,1,0,,
US_GA_13127,2020-05-27,9,0,,,102,1,,
US_GA_13129,2020-05-27,5,0,,,142,15,,
US_GA_13131,2020-05-27,2,0,,,96,4,,
US_GA_13133,2020-05-27,1,0,,,66,7,,
US_GA_13135,2020-05-27,173,1,,,3480,126,,
US_GA_13137,2020-05-27,5,0,,,511,19,,
US_GA_13139,2020-05-27,44,1,,,2422,42,,
US_GA_13141,2020-05-27,0,0,,,192,22,,
US_GA_13143,2020-05-27,0,0,,,40,2,,
US_GA_13145,2020-05-27,4,1,,,88,5,,
US_GA_13147,2020-05-27,0,0,,,26,0,,
US_GA_13149,2020-05-27,2,0,,,30,2,,
US_GA_13151,2020-05-27,17,2,,,672,22,,
US_GA_13153,2020-05-27,6,0,,,362,16,,
US_GA_13155,2020-05-27,0,0,,,24,1,,
US_GA_13157,2020-05-27,18,0,,,171,5,,
US_GA_13159,2020-05-27,0,0,,,32,1,,
US_GA_13161,2020-05-27,1,0,,,35,1,,
US_GA_13163,2020-05-27,2,0,,,32,1,,
US_GA_13165,2020-05-27,1,0,,,19,1,,
US_GA_13167,2020-05-27,0,0,,,82,2,,
US_GA_13169,2020-05-27,0,0,,,34,0,,
US_GA_13171,2020-05-27,3,0,,,60,1,,
US_GA_13173,2020-05-27,4,0,,,20,2,,
US_GA_13175,2020-05-27,-1,0,,,104,1,,
US_GA_13177,2020-05-27,1,1,,,363,23,,
US_GA_13179,2020-05-27,2,0,,,70,0,,
US_GA_13181,2020-05-27,0,0,,,16,0,,
US_GA_13183,2020-05-27,3,0,,,15,1,,
US_GA_13185,2020-05-27,9,0,,,268,4,,
US_GA_13187,2020-05-27,4,0,,,95,1,,
US_GA_13189,2020-05-27,0,0,,,65,5,,
US_GA_13191,2020-05-27,0,0,,,12,0,,
US_GA_13193,2020-05-27,1,0,,,99,6,,
US_GA_13195,2020-05-27,3,0,,,44,1,,
US_GA_13197,2020-05-27,3,0,,,52,2,,
US_GA_13199,2020-05-27,3,0,,,81,2,,
US_GA_13201,2020-05-27,1,0,,,40,0,,
US_GA_13205,2020-05-27,13,0,,,412,32,,
US_GA_13207,2020-05-27,-1,0,,,118,8,,
US_GA_13209,2020-05-27,0,0,,,9,0,,
US_GA_13211,2020-05-27,0,0,,,37,0,,
US_GA_13213,2020-05-27,2,0,,,83,1,,
US_GA_13215,2020-05-27,19,0,,,587,17,,
US_GA_13217,2020-05-27,6,0,,,341,11,,
US_GA_13219,2020-05-27,1,0,,,109,5,,
US_GA_13221,2020-05-27,0,1,,,58,6,,
US_GA_13223,2020-05-27,11,0,,,305,11,,
US_GA_13225,2020-05-27,0,1,,,70,4,,
US_GA_13227,2020-05-27,0,0,,,43,3,,
US_GA_13229,2020-05-27,1,0,,,92,3,,
US_GA_13231,2020-05-27,2,0,,,54,2,,
US_GA_13233,2020-05-27,6,0,,,107,1,,
US_GA_13235,2020-05-27,0,0,,,39,2,,
US_GA_13237,2020-05-27,0,1,,,88,9,,
US_GA_13239,2020-05-27,0,0,,,12,1,,
US_GA_13241,2020-05-27,1,0,,,17,1,,
US_GA_13243,2020-05-27,1,0,,,176,19,,
US_GA_13245,2020-05-27,10,1,,,563,20,,
US_GA_13247,2020-05-27,8,0,,,276,9,,
US_GA_13249,2020-05-27,-1,0,,,16,1,,
US_GA_13251,2020-05-27,15,0,,,47,2,,
US_GA_13253,2020-05-27,0,0,,,43,2,,
US_GA_13255,2020-05-27,2,1,,,264,20,,
US_GA_13257,2020-05-27,3,0,,,132,2,,
US_GA_13259,2020-05-27,1,0,,,47,0,,
US_GA_13261,2020-05-27,6,0,,,460,41,,
US_GA_13263,2020-05-27,1,0,,,38,1,,
US_GA_13265,2020-05-27,0,0,,,1,0,,
US_GA_13267,2020-05-27,0,0,,,19,0,,
US_GA_13269,2020-05-27,0,0,,,21,2,,
US_GA_13271,2020-05-27,0,0,,,34,1,,
US_GA_13273,2020-05-27,2,0,,,215,26,,
US_GA_13275,2020-05-27,1,0,,,324,31,,
US_GA_13277,2020-05-27,4,0,,,238,15,,
US_GA_13279,2020-05-27,1,0,,,54,4,,
US_GA_13281,2020-05-27,1,0,,,23,1,,
US_GA_13283,2020-05-27,0,0,,,8,0,,
US_GA_13285,2020-05-27,0,0,,,268,10,,
US_GA_13287,2020-05-27,4,0,,,110,12,,
US_GA_13289,2020-05-27,1,0,,,15,0,,
US_GA_13291,2020-05-27,3,0,,,44,1,,
US_GA_13293,2020-05-27,1,1,,,280,34,,
US_GA_13295,2020-05-27,7,0,,,109,0,,
US_GA_13297,2020-05-27,25,0,,,242,12,,
US_GA_13299,2020-05-27,2,0,,,223,14,,
US_GA_13301,2020-05-27,0,0,,,18,0,,
US_GA_13303,2020-05-27,1,0,,,74,1,,
US_GA_13305,2020-05-27,1,0,,,18,0,,
US_GA_13307,2020-05-27,0,0,,,11,1,,
US_GA_13309,2020-05-27,0,0,,,9,0,,
US_GA_13311,2020-05-27,3,0,,,98,3,,
US_GA_13313,2020-05-27,8,0,,,311,7,,
US_GA_13315,2020-05-27,0,0,,,105,13,,
US_GA_13317,2020-05-27,0,0,,,33,1,,
US_GA_13319,2020-05-27,5,0,,,70,4,,
US_GA_13321,2020-05-27,-4,0,,,209,20,,
US_GU,2020-05-27,1,0,4,1,1140,6,143,5685
US_HI,2020-05-27,1,0,1,831,634,17,593,51202
US_HI_15001,2020-05-27,1,0,,,82,0,,
US_HI_15003,2020-05-27,0,0,,,414,11,,
US_HI_15007,2020-05-27,0,0,,,20,0,,
US_HI_15009,2020-05-27,0,0,,,118,6,,
US_IA,2020-05-27,447,16,225,4522,18446,496,10016,139526
US_IA_19001,2020-05-27,1,0,,,8,0,,
US_IA_19003,2020-05-27,1,0,,,7,0,,
US_IA_19005,2020-05-27,0,0,,,119,4,,
US_IA_19007,2020-05-27,0,0,,,13,3,,
US_IA_19009,2020-05-27,0,0,,,12,1,,
US_IA_19011,2020-05-27,0,0,,,39,1,,
US_IA_19013,2020-05-27,17,2,,,1713,43,,
US_IA_19015,2020-05-27,2,0,,,57,0,,
US_IA_19017,2020-05-27,0,0,,,67,6,,
US_IA_19019,2020-05-27,0,0,,,31,0,,
US_IA_19021,2020-05-27,192,0,,,688,0,,
US_IA_19023,2020-05-27,0,0,,,15,0,,
US_IA_19025,2020-05-27,0,0,,,2,0,,
US_IA_19027,2020-05-27,0,0,,,9,0,,
US_IA_19029,2020-05-27,0,0,,,11,0,,
US_IA_19031,2020-05-27,0,0,,,46,1,,
US_IA_19033,2020-05-27,2,0,,,24,1,,
US_IA_19035,2020-05-27,2,0,,,23,0,,
US_IA_19037,2020-05-27,0,0,,,8,0,,
US_IA_19039,2020-05-27,7,0,,,44,0,,
US_IA_19041,2020-05-27,1,0,,,13,0,,
US_IA_19043,2020-05-27,0,0,,,31,3,,
US_IA_19045,2020-05-27,0,0,,,60,1,,
US_IA_19047,2020-05-27,1,0,,,488,2,,
US_IA_19049,2020-05-27,10,0,,,874,17,,
US_IA_19051,2020-05-27,0,0,,,20,0,,
US_IA_19053,2020-05-27,,,,,1,0,,
US_IA_19055,2020-05-27,0,0,,,15,0,,
US_IA_19057,2020-05-27,1,0,,,57,1,,
US_IA_19059,2020-05-27,7,0,,,16,0,,
US_IA_19061,2020-05-27,6,0,,,331,16,,
US_IA_19063,2020-05-27,5,0,,,12,0,,
US_IA_19065,2020-05-27,0,0,,,26,0,,
US_IA_19067,2020-05-27,0,0,,,18,1,,
US_IA_19069,2020-05-27,2,0,,,10,0,,
US_IA_19071,2020-05-27,0,0,,,4,0,,
US_IA_19073,2020-05-27,0,0,,,13,0,,
US_IA_19075,2020-05-27,0,0,,,19,0,,
US_IA_19077,2020-05-27,2,0,,,45,3,,
US_IA_19079,2020-05-27,4,0,,,29,0,,
US_IA_19081,2020-05-27,1,0,,,15,0,,
US_IA_19083,2020-05-27,3,0,,,16,0,,
US_IA_19085,2020-05-27,0,0,,,19,0,,
US_IA_19087,2020-05-27,0,0,,,67,1,,
US_IA_19089,2020-05-27,0,0,,,12,0,,
US_IA_19091,2020-05-27,2,0,,,15,0,,
US_IA_19093,2020-05-27,0,0,,,14,0,,
US_IA_19095,2020-05-27,2,0,,,35,0,,
US_IA_19097,2020-05-27,-1,0,,,11,0,,
US_IA_19099,2020-05-27,1,0,,,258,16,,
US_IA_19101,2020-05-27,1,0,,,19,0,,
US_IA_19103,2020-05-27,2,1,,,607,8,,
US_IA_19105,2020-05-27,0,0,,,36,0,,
US_IA_19107,2020-05-27,0,0,,,14,0,,
US_IA_19109,2020-05-27,1,0,,,9,0,,
US_IA_19111,2020-05-27,1,0,,,23,0,,
US_IA_19113,2020-05-27,4,0,,,940,76,,
US_IA_19115,2020-05-27,0,1,,,336,10,,
US_IA_19117,2020-05-27,1,0,,,8,0,,
US_IA_19119,2020-05-27,0,0,,,19,0,,
US_IA_19121,2020-05-27,0,0,,,25,1,,
US_IA_19123,2020-05-27,3,0,,,88,8,,
US_IA_19125,2020-05-27,0,0,,,30,0,,
US_IA_19127,2020-05-27,6,2,,,881,15,,
US_IA_19129,2020-05-27,0,0,,,16,0,,
US_IA_19131,2020-05-27,1,0,,,5,0,,
US_IA_19133,2020-05-27,0,0,,,24,0,,
US_IA_19135,2020-05-27,0,0,,,35,4,,
US_IA_19137,2020-05-27,0,0,,,6,0,,
US_IA_19139,2020-05-27,4,1,,,549,41,,
US_IA_19141,2020-05-27,0,0,,,27,0,,
US_IA_19143,2020-05-27,-1,0,,,31,0,,
US_IA_19145,2020-05-27,1,0,,,11,0,,
US_IA_19147,2020-05-27,0,0,,,3,0,,
US_IA_19149,2020-05-27,1,0,,,119,1,,
US_IA_19151,2020-05-27,4,0,,,10,0,,
US_IA_19153,2020-05-27,57,3,,,3890,115,,
US_IA_19155,2020-05-27,8,0,,,228,7,,
US_IA_19157,2020-05-27,0,0,,,88,8,,
US_IA_19159,2020-05-27,0,0,,,4,0,,
US_IA_19161,2020-05-27,2,0,,,17,0,,
US_IA_19163,2020-05-27,7,1,,,348,10,,
US_IA_19165,2020-05-27,2,0,,,34,0,,
US_IA_19167,2020-05-27,2,0,,,212,0,,
US_IA_19169,2020-05-27,2,0,,,97,1,,
US_IA_19171,2020-05-27,0,2,,,400,26,,
US_IA_19173,2020-05-27,8,0,,,49,0,,
US_IA_19175,2020-05-27,0,0,,,6,0,,
US_IA_19177,2020-05-27,0,0,,,9,0,,
US_IA_19179,2020-05-27,23,0,,,540,4,,
US_IA_19181,2020-05-27,3,0,,,115,0,,
US_IA_19183,2020-05-27,0,0,,,185,8,,
US_IA_19185,2020-05-27,0,0,,,1,0,,
US_IA_19187,2020-05-27,2,0,,,30,1,,
US_IA_19189,2020-05-27,1,0,,,11,0,,
US_IA_19191,2020-05-27,0,0,,,23,0,,
US_IA_19193,2020-05-27,24,3,,,2668,31,,
US_IA_19195,2020-05-27,0,0,,,3,0,,
US_IA_19197,2020-05-27,10,0,,,134,0,,
US_ID,2020-05-27,32,1,345,1611,2731,82,2100,43017
US_ID_16001,2020-05-27,2,0,,,800,22,,
US_ID_16003,2020-05-27,0,0,,,3,0,,
US_ID_16005,2020-05-27,0,0,,,20,0,,
US_ID_16009,2020-05-27,4,0,,,7,0,,
US_ID_16011,2020-05-27,0,0,,,6,0,,
US_ID_16013,2020-05-27,2,0,,,512,5,,
US_ID_16017,2020-05-27,0,0,,,4,0,,
US_ID_16019,2020-05-27,0,0,,,33,0,,
US_ID_16025,2020-05-27,0,0,,,1,0,,
US_ID_16027,2020-05-27,4,0,,,291,6,,
US_ID_16029,2020-05-27,0,0,,,1,0,,
US_ID_16031,2020-05-27,1,0,,,50,1,,
US_ID_16037,2020-05-27,0,0,,,2,0,,
US_ID_16039,2020-05-27,0,0,,,31,2,,
US_ID_16043,2020-05-27,0,0,,,3,0,,
US_ID_16045,2020-05-27,0,0,,,17,0,,
US_ID_16047,2020-05-27,4,0,,,44,0,,
US_ID_16049,2020-05-27,0,0,,,3,0,,
US_ID_16051,2020-05-27,0,0,,,7,0,,
US_ID_16053,2020-05-27,2,0,,,156,2,,
US_ID_16055,2020-05-27,1,0,,,67,0,,
US_ID_16057,2020-05-27,0,0,,,7,0,,
US_ID_16059,2020-05-27,0,0,,,1,0,,
US_ID_16063,2020-05-27,1,0,,,33,0,,
US_ID_16065,2020-05-27,0,0,,,21,0,,
US_ID_16067,2020-05-27,3,0,,,43,0,,
US_ID_16069,2020-05-27,0,0,,,82,19,,
US_ID_16073,2020-05-27,0,0,,,9,0,,
US_ID_16075,2020-05-27,0,0,,,23,2,,
US_ID_16077,2020-05-27,0,0,,,3,0,,
US_ID_16081,2020-05-27,0,0,,,11,0,,
US_ID_16083,2020-05-27,8,1,,,404,23,,
US_ID_16085,2020-05-27,0,0,,,2,0,,
US_ID_16087,2020-05-27,0,0,,,34,0,,
US_IL,2020-05-27,1126,158,,17179,114612,5118,,803973
US_IL_17001,2020-05-27,0,0,,,44,1,,
US_IL_17003,2020-05-27,0,0,,,8,0,,
US_IL_17005,2020-05-27,0,0,,,10,1,,
US_IL_17007,2020-05-27,3,0,,,410,16,,
US_IL_17009,2020-05-27,0,0,,,10,0,,
US_IL_17011,2020-05-27,0,0,,,15,1,,
US_IL_17013,2020-05-27,0,0,,,1,0,,
US_IL_17015,2020-05-27,1,0,,,14,2,,
US_IL_17017,2020-05-27,1,0,,,68,0,,
US_IL_17019,2020-05-27,14,0,,,583,7,,
US_IL_17021,2020-05-27,0,0,,,33,5,,
US_IL_17023,2020-05-27,0,0,,,10,0,,
US_IL_17025,2020-05-27,0,0,,,2,0,,
US_IL_17027,2020-05-27,0,1,,,178,17,,
US_IL_17029,2020-05-27,4,3,,,119,12,,
US_IL_17031,2020-05-27,702,101,,,74521,3455,,
US_IL_17033,2020-05-27,0,0,,,11,0,,
US_IL_17035,2020-05-27,0,0,,,10,0,,
US_IL_17037,2020-05-27,10,0,,,352,3,,
US_IL_17039,2020-05-27,0,0,,,4,0,,
US_IL_17041,2020-05-27,-2,0,,,26,0,,
US_IL_17043,2020-05-27,64,6,,,7369,347,,
US_IL_17047,2020-05-27,0,0,,,2,0,,
US_IL_17049,2020-05-27,0,0,,,6,1,,
US_IL_17051,2020-05-27,0,0,,,20,3,,
US_IL_17053,2020-05-27,0,0,,,20,1,,
US_IL_17055,2020-05-27,0,0,,,12,0,,
US_IL_17057,2020-05-27,0,0,,,11,0,,
US_IL_17059,2020-05-27,0,0,,,2,0,,
US_IL_17061,2020-05-27,0,0,,,5,0,,
US_IL_17063,2020-05-27,-1,0,,,88,2,,
US_IL_17065,2020-05-27,0,0,,,2,0,,
US_IL_17067,2020-05-27,0,0,,,15,0,,
US_IL_17069,2020-05-27,0,0,,,1,0,,
US_IL_17071,2020-05-27,0,0,,,8,0,,
US_IL_17073,2020-05-27,0,0,,,67,0,,
US_IL_17075,2020-05-27,0,0,,,131,4,,
US_IL_17077,2020-05-27,14,0,,,242,10,,
US_IL_17079,2020-05-27,0,0,,,45,7,,
US_IL_17081,2020-05-27,0,0,,,101,16,,
US_IL_17083,2020-05-27,0,0,,,20,1,,
US_IL_17085,2020-05-27,4,0,,,31,0,,
US_IL_17087,2020-05-27,0,0,,,7,0,,
US_IL_17089,2020-05-27,80,8,,,6000,163,,
US_IL_17091,2020-05-27,28,0,,,1124,53,,
US_IL_17093,2020-05-27,15,0,,,769,22,,
US_IL_17095,2020-05-27,-1,0,,,94,0,,
US_IL_17097,2020-05-27,78,20,,,7845,270,,
US_IL_17099,2020-05-27,0,0,,,140,13,,
US_IL_17101,2020-05-27,0,0,,,4,0,,
US_IL_17103,2020-05-27,0,0,,,76,1,,
US_IL_17105,2020-05-27,0,0,,,31,2,,
US_IL_17107,2020-05-27,0,0,,,10,0,,
US_IL_17109,2020-05-27,0,2,,,83,7,,
US_IL_17111,2020-05-27,23,1,,,1475,69,,
US_IL_17113,2020-05-27,3,3,,,215,13,,
US_IL_17115,2020-05-27,1,0,,,189,19,,
US_IL_17117,2020-05-27,1,0,,,43,1,,
US_IL_17119,2020-05-27,6,1,,,551,58,,
US_IL_17121,2020-05-27,0,0,,,50,0,,
US_IL_17123,2020-05-27,0,0,,,5,0,,
US_IL_17125,2020-05-27,0,0,,,17,0,,
US_IL_17127,2020-05-27,0,0,,,7,0,,
US_IL_17129,2020-05-27,0,0,,,17,0,,
US_IL_17131,2020-05-27,1,0,,,16,0,,
US_IL_17133,2020-05-27,1,0,,,93,11,,
US_IL_17135,2020-05-27,0,0,,,39,0,,
US_IL_17137,2020-05-27,0,0,,,34,1,,
US_IL_17139,2020-05-27,0,0,,,10,0,,
US_IL_17141,2020-05-27,2,1,,,204,3,,
US_IL_17143,2020-05-27,3,0,,,189,8,,
US_IL_17145,2020-05-27,0,0,,,41,0,,
US_IL_17147,2020-05-27,0,0,,,12,0,,
US_IL_17149,2020-05-27,0,0,,,1,0,,
US_IL_17151,2020-05-27,0,0,,,1,0,,
US_IL_17153,2020-05-27,1,0,,,41,0,,
US_IL_17155,2020-05-27,0,0,,,1,0,,
US_IL_17157,2020-05-27,5,1,,,264,4,,
US_IL_17159,2020-05-27,0,0,,,3,0,,
US_IL_17161,2020-05-27,2,0,,,686,26,,
US_IL_17163,2020-05-27,0,0,,,1117,83,,
US_IL_17165,2020-05-27,0,0,,,7,0,,
US_IL_17167,2020-05-27,5,1,,,343,30,,
US_IL_17169,2020-05-27,2,0,,,12,0,,
US_IL_17173,2020-05-27,0,0,,,16,1,,
US_IL_17175,2020-05-27,0,0,,,3,0,,
US_IL_17177,2020-05-27,-1,0,,,194,2,,
US_IL_17179,2020-05-27,1,0,,,69,4,,
US_IL_17181,2020-05-27,2,0,,,143,7,,
US_IL_17183,2020-05-27,-2,0,,,37,1,,
US_IL_17185,2020-05-27,0,0,,,2,0,,
US_IL_17187,2020-05-27,-1,0,,,113,0,,
US_IL_17189,2020-05-27,0,0,,,18,0,,
US_IL_17191,2020-05-27,0,0,,,9,1,,
US_IL_17193,2020-05-27,0,0,,,2,0,,
US_IL_17195,2020-05-27,0,1,,,135,11,,
US_IL_17197,2020-05-27,46,5,,,5301,264,,
US_IL_17199,2020-05-27,3,1,,,57,2,,
US_IL_17201,2020-05-27,8,2,,,2001,54,,
US_IL_17203,2020-05-27,0,0,,,19,2,,
US_IN,2020-05-27,386,26,,4584,33242,2030,,235333
US_IN_18001,2020-05-27,0,0,,,12,1,,
US_IN_18003,2020-05-27,44,0,,,1361,74,,
US_IN_18005,2020-05-27,5,1,,,490,37,,
US_IN_18007,2020-05-27,0,0,,,25,0,,
US_IN_18009,2020-05-27,-1,1,,,21,2,,
US_IN_18011,2020-05-27,5,0,,,312,38,,
US_IN_18013,2020-05-27,0,0,,,33,1,,
US_IN_18015,2020-05-27,1,0,,,93,2,,
US_IN_18017,2020-05-27,4,1,,,1588,8,,
US_IN_18019,2020-05-27,10,3,,,478,48,,
US_IN_18021,2020-05-27,2,0,,,41,1,,
US_IN_18023,2020-05-27,0,0,,,223,2,,
US_IN_18025,2020-05-27,0,0,,,24,1,,
US_IN_18027,2020-05-27,2,0,,,86,18,,
US_IN_18029,2020-05-27,0,0,,,164,21,,
US_IN_18031,2020-05-27,1,0,,,235,34,,
US_IN_18033,2020-05-27,2,0,,,34,2,,
US_IN_18035,2020-05-27,3,2,,,360,37,,
US_IN_18037,2020-05-27,0,0,,,185,2,,
US_IN_18039,2020-05-27,13,0,,,1076,30,,
US_IN_18041,2020-05-27,5,0,,,107,4,,
US_IN_18043,2020-05-27,1,1,,,317,41,,
US_IN_18045,2020-05-27,0,0,,,18,2,,
US_IN_18047,2020-05-27,0,0,,,112,9,,
US_IN_18049,2020-05-27,0,0,,,47,1,,
US_IN_18051,2020-05-27,0,0,,,14,2,,
US_IN_18053,2020-05-27,7,0,,,244,23,,
US_IN_18055,2020-05-27,1,0,,,172,27,,
US_IN_18057,2020-05-27,8,-1,,,1136,96,,
US_IN_18059,2020-05-27,2,0,,,327,28,,
US_IN_18061,2020-05-27,1,0,,,190,23,,
US_IN_18063,2020-05-27,5,0,,,1155,80,,
US_IN_18065,2020-05-27,10,0,,,174,9,,
US_IN_18067,2020-05-27,12,2,,,380,22,,
US_IN_18069,2020-05-27,0,0,,,26,2,,
US_IN_18071,2020-05-27,1,0,,,372,2,,
US_IN_18073,2020-05-27,4,0,,,63,1,,
US_IN_18075,2020-05-27,2,0,,,48,0,,
US_IN_18077,2020-05-27,1,0,,,43,1,,
US_IN_18079,2020-05-27,1,0,,,130,6,,
US_IN_18081,2020-05-27,8,2,,,1119,111,,
US_IN_18083,2020-05-27,0,0,,,26,0,,
US_IN_18085,2020-05-27,3,0,,,99,2,,
US_IN_18087,2020-05-27,2,0,,,63,2,,
US_IN_18089,2020-05-27,29,2,,,3378,182,,
US_IN_18091,2020-05-27,0,1,,,416,23,,
US_IN_18093,2020-05-27,2,0,,,147,24,,
US_IN_18095,2020-05-27,0,1,,,591,68,,
US_IN_18097,2020-05-27,104,7,,,9471,584,,
