key,date,mobility_driving,mobility_transit,mobility_walking,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
US_TX_48107,2020-05-15,,,,,-24,,,-32,
US_TX_48109,2020-05-24,31.81,,,-54,,,-22,,
US_TX_48111,2020-05-24,64.4,,,-38,-21,,,-19,
US_TX_48113,2020-05-24,-25.13,,,-40,-20,-62,-49,-30,15
US_TX_48115,2020-05-24,-1.05,,,-35,-9,,,-14,
US_TX_48117,2020-05-24,10.5,,,-2,-14,,-8,-8,
US_TX_48119,2020-05-13,,,,,,,,-28,
US_TX_48121,2020-05-24,-4.44,,,-37,-23,-56,-31,-29,15
US_TX_48123,2020-05-24,-24.04,,,-20,-27,,,-16,
US_TX_48127,2020-05-24,-56.9,,,-31,-24,,-39,-36,
US_TX_48129,2020-05-10,,,,,,,0,,
US_TX_48131,2020-05-15,,,,-46,-30,,,-38,
US_TX_48133,2020-05-24,10.19,,,-42,-12,,-8,-15,
US_TX_48135,2020-05-24,-26.75,,,-22,-4,-34,-20,-19,8
US_TX_48139,2020-05-24,8.02,,,-30,-22,-63,-27,-22,13
US_TX_48141,2020-05-24,-0.12,,,-33,-2,-59,-26,-25,12
US_TX_48143,2020-05-24,-0.45,,,-20,-11,,,-15,7
US_TX_48145,2020-05-24,19.11,,,-16,-10,,,-4,
US_TX_48147,2020-05-24,11.98,,,-18,2,,,-16,10
US_TX_48149,2020-05-24,64.15,,,-32,-17,,-18,-13,
US_TX_48153,2020-05-07,,,,,,,,-26,
US_TX_48157,2020-05-24,-9.71,,,-27,-3,-13,-11,-25,13
US_TX_48159,2020-05-24,98.99,,,-43,-2,,-19,-25,
US_TX_48161,2020-05-24,37.21,,,-54,-13,,-32,-15,
US_TX_48163,2020-05-24,-23.76,,,-25,-30,,-52,-3,
US_TX_48165,2020-05-24,-11.27,,,-33,-8,,,-4,
US_TX_48167,2020-05-24,107.89,,,-10,14,-8,44,-22,10
US_TX_48169,2020-05-24,67.82,,,-40,-28,,,,
US_TX_48171,2020-05-24,185.27,,,-25,2,-44,,-18,
US_TX_48173,2020-05-24,-39.28,,,,,,,,
US_TX_48175,2020-05-15,,,,-54,-54,,,-29,
US_TX_48177,2020-05-24,19.53,,,-20,-24,-52,,-12,
US_TX_48179,2020-05-24,45.01,,,-5,-27,,,-8,
US_TX_48181,2020-05-24,28,,,-23,-11,-19,,-20,10
US_TX_48183,2020-05-24,-3.14,,,-21,-3,-24,,-17,9
US_TX_48185,2020-05-24,10.86,,,-3,-5,,,-27,0
US_TX_48187,2020-05-24,18.35,,,-19,-4,-1,-26,-22,9
US_TX_48189,2020-05-24,1.83,,,-4,16,,,-9,9
US_TX_48191,2020-05-16,,,,,,,14,,
US_TX_48193,2020-05-24,28.86,,,-54,-35,,,-25,
US_TX_48197,2020-05-16,,,,,-24,,13,,
US_TX_48199,2020-05-24,16.51,,,-12,-3,-50,,-15,13
US_TX_48201,2020-05-24,-23.73,,,-24,-2,-34,-46,-25,11
US_TX_48203,2020-05-24,11.49,,,-15,7,-27,,-23,11
US_TX_48205,2020-05-24,48.78,,,,6,,,,
US_TX_48207,2020-04-05,,,,-44,-34,,,,
US_TX_48209,2020-05-24,24.83,,,-25,-7,-19,-8,-24,10
US_TX_48213,2020-05-24,52.57,,,-12,5,-31,,-16,8
US_TX_48215,2020-05-24,-3.91,,,-32,-11,-48,-42,-23,11
US_TX_48217,2020-05-24,42.43,,,-26,-6,-42,-22,-17,9
US_TX_48219,2020-05-24,-22.79,,,-5,-22,,,-8,-3
US_TX_48221,2020-05-24,31.55,,,-12,10,-20,,-18,10
US_TX_48223,2020-05-24,24.6,,,-10,-2,-57,-14,-7,9
US_TX_48225,2020-05-24,56.11,,,-30,4,,,-19,
US_TX_48227,2020-05-24,-22.48,,,-17,6,,-42,-22,16
US_TX_48229,2020-05-24,55.29,,,,,,,,
US_TX_48231,2020-05-24,8.38,,,-18,-2,-36,-25,-17,9
US_TX_48233,2020-05-24,78.23,,,5,-17,,,-13,
US_TX_48237,2020-05-24,40.21,,,-67,,,,-20,
US_TX_48239,2020-05-24,30.28,,,-35,-16,,-30,-14,
US_TX_48241,2020-05-24,93.85,,,-7,-2,-9,,-7,7
US_TX_48245,2020-05-24,-10.42,,,-22,-2,-18,-15,-22,11
US_TX_48247,2020-04-05,,,,,-47,,,,
US_TX_48249,2020-05-24,-0.63,,,-13,-7,,,-13,12
US_TX_48251,2020-05-24,5.26,,,-22,-11,-51,,-21,11
US_TX_48253,2020-05-24,9.26,,,-33,-11,,,-9,
US_TX_48255,2020-05-24,-60.43,,,-34,-22,,-65,-18,
US_TX_48257,2020-05-24,11.01,,,-31,-13,-6,-7,-20,13
US_TX_48259,2020-05-24,21.04,,,-19,-5,-56,-22,-16,14
US_TX_48265,2020-05-24,30.41,,,-7,-8,32,,-12,10
US_TX_48267,2020-05-24,70.19,,,-51,,,2,,
US_TX_48273,2020-05-24,38.83,,,-16,-4,51,-18,-21,14
US_TX_48277,2020-05-24,13.36,,,-15,-4,,-20,-9,10
US_TX_48279,2020-05-16,,,,-19,-11,,,1,
US_TX_48281,2020-05-24,58.47,,,-10,-31,,,-7,
US_TX_48283,2020-05-24,-42.77,,,-65,-26,,-43,,
US_TX_48285,2020-05-24,18.66,,,-35,-16,,,-17,
US_TX_48287,2020-05-24,4.09,,,-28,-41,,,-15,
US_TX_48289,2020-05-24,53.92,,,-71,-40,-33,-13,-11,
US_TX_48291,2020-05-24,7.41,,,-2,9,,-9,-19,9
US_TX_48293,2020-05-24,29.85,,,-23,5,,,-11,
US_TX_48297,2020-05-24,98.25,,,-73,-17,,-8,-37,
US_TX_48299,2020-05-24,197.54,,,2,-9,43,,-10,
US_TX_48301,2020-05-24,-85.93,,,,-49,,,,
US_TX_48303,2020-05-24,-8.74,,,-18,6,92,-9,-18,4
US_TX_48305,2020-05-15,,,,,,,,-27,
US_TX_48307,2020-05-24,10.27,,,-37,-22,,,-17,
US_TX_48309,2020-05-24,-8.96,,,-28,-8,-40,-24,-20,10
US_TX_48311,2020-05-24,-72.82,,,,,,-61,,
US_TX_48313,2020-05-24,45.58,,,-43,-44,,,-12,
US_TX_48315,2020-05-15,,,,-45,-4,,,-21,
US_TX_48317,2020-05-24,-56.05,,,-33,-14,,,-33,
US_TX_48321,2020-05-24,108.43,,,-12,13,-38,,-18,10
US_TX_48323,2020-05-24,-1,,,-42,-14,-69,-42,-20,16
US_TX_48325,2020-05-24,59.8,,,1,9,-56,-24,-18,15
US_TX_48329,2020-05-24,-44.67,,,-26,-14,-15,-37,-22,9
US_TX_48331,2020-05-24,10.48,,,-19,1,,,-20,
US_TX_48335,2020-05-24,7.89,,,-50,-23,-66,,-25,
US_TX_48337,2020-05-24,48.18,,,-18,-33,,,-17,
US_TX_48339,2020-05-24,-11.05,,,-24,-3,-28,-20,-23,10
US_TX_48341,2020-05-24,37.02,,,-22,-6,,-14,23,-1
US_TX_48343,2020-05-15,,,,-32,-10,,,-26,
US_TX_48347,2020-05-24,-3.64,,,-24,-7,-24,-30,-22,13
US_TX_48349,2020-05-24,27.7,,,-26,-4,-28,-26,-19,9
US_TX_48351,2020-05-15,,,,,-2,,,-25,
US_TX_48353,2020-05-24,-1.9,,,-11,-12,,-22,-8,
US_TX_48355,2020-05-24,76.78,,,-16,3,65,-19,-21,9
US_TX_48357,2020-05-15,,,,-41,-14,,,-19,
US_TX_48359,2020-05-24,85.74,,,,,,25,,
US_TX_48361,2020-05-24,11.23,,,-8,6,-33,-30,-19,9
US_TX_48363,2020-05-24,101.95,,,-8,-1,,-34,-13,8
US_TX_48365,2020-05-24,-3.03,,,-14,-19,,-20,-16,
US_TX_48367,2020-05-24,2.64,,,-20,-3,-46,-26,-23,10
US_TX_48369,2020-05-15,,,,,-4,,,-21,
US_TX_48371,2020-05-24,4.06,,,-16,-28,,-11,-9,
US_TX_48373,2020-05-24,38.93,,,-11,8,-23,-29,-17,8
US_TX_48375,2020-05-24,25.93,,,-22,-1,17,-11,-19,6
US_TX_48377,2020-05-15,,,,-52,-42,,,-36,
US_TX_48379,2020-05-24,50.91,,,-53,-25,,,-17,
US_TX_48381,2020-05-24,10.52,,,-16,1,-37,-25,-19,6
US_TX_48383,2020-05-24,-65.81,,,,-22,,-60,,
US_TX_48385,2020-04-04,,,,,-38,,,,
US_TX_48387,2020-05-15,,,,-54,4,,,-21,
US_TX_48389,2020-05-24,-35.11,,,-38,-18,,-40,-18,
US_TX_48391,2020-05-24,58.59,,,-69,-44,,-24,-24,
US_TX_48395,2020-05-24,24.23,,,-52,-25,,-24,-8,
US_TX_48397,2020-05-24,-1.75,,,-33,-16,,-20,-25,14
US_TX_48399,2020-05-24,21.08,,,-25,-17,,,-21,
US_TX_48401,2020-05-24,5.6,,,-10,1,,,-4,9
US_TX_48403,2020-05-15,,,,-35,-2,,,-19,
US_TX_48405,2020-05-15,,,,-64,-14,,,-29,
US_TX_48407,2020-05-24,61.48,,,-51,3,-40,,-21,5
US_TX_48409,2020-05-24,88.7,,,-9,4,-4,-16,-17,8
US_TX_48411,2020-04-04,,,,-32,,,,,
US_TX_48415,2020-05-24,23.28,,,-9,-20,,,-5,
US_TX_48419,2020-05-24,14.74,,,-6,-19,,,-17,
US_TX_48421,2020-05-16,,,,,,,-9,,
US_TX_48423,2020-05-24,-4.82,,,-22,-4,-35,-18,-17,9
US_TX_48425,2020-05-24,166.28,,,-59,-22,,,-21,
US_TX_48427,2020-05-24,23.84,,,-26,-3,-11,,-7,14
US_TX_48429,2020-05-15,,,,-34,,,,-16,
US_TX_48435,2020-05-24,31.84,,,-66,-27,,,,
US_TX_48437,2020-05-15,,,,,-2,,,-32,
US_TX_48439,2020-05-24,-14.37,,,-40,-18,-59,-60,-27,14
US_TX_48441,2020-05-24,-4.03,,,-18,-1,-4,12,-14,6
US_TX_48445,2020-05-24,2.12,,,-30,-27,,,-12,
US_TX_48449,2020-05-24,13.13,,,-20,-1,,,-11,10
US_TX_48451,2020-05-24,18.32,,,-19,0,28,,-14,6
US_TX_48453,2020-05-24,-19.77,,,-39,-17,-7,-52,-29,12
US_TX_48455,2020-05-24,31.9,,,-56,-10,,,-22,
US_TX_48457,2020-05-24,44,,,-32,5,,,-11,
US_TX_48459,2020-05-24,12.71,,,-7,14,,,-21,10
US_TX_48461,2020-05-24,-75.82,,,,-25,,,-49,
US_TX_48463,2020-05-24,236.75,,,7,4,-63,,-8,
US_TX_48465,2020-05-24,52.59,,,-16,0,-23,-24,-11,16
US_TX_48467,2020-05-24,24.86,,,-15,10,-24,-15,-16,10
US_TX_48469,2020-05-24,5.02,,,-23,-3,-26,-27,-20,7
US_TX_48471,2020-05-24,-10.92,,,-27,-7,-44,-27,-16,11
US_TX_48473,2020-05-24,7.95,,,-24,-8,,-21,-21,15
US_TX_48475,2020-05-24,-44.39,,,-34,-27,,41,-19,
US_TX_48477,2020-05-24,35.62,,,-20,1,,,-1,-2
US_TX_48479,2020-05-24,-17.82,,,-34,-15,-56,-32,-22,12
US_TX_48481,2020-05-24,25.06,,,-14,-8,,-40,-20,12
US_TX_48483,2020-05-24,53.53,,,-41,,,,,
US_TX_48485,2020-05-24,24.46,,,-21,-7,-34,-5,-21,9
US_TX_48487,2020-05-24,87.85,,,-23,-15,,-22,-3,
US_TX_48489,2020-05-24,34.05,,,-58,-38,,,-15,
US_TX_48491,2020-05-24,-5.92,,,-31,-11,6,-18,-25,11
US_TX_48493,2020-05-24,-17.89,,,-21,1,-1,,-22,15
US_TX_48495,2020-05-24,-65.91,,,-30,-38,,-26,-15,
US_TX_48497,2020-05-24,11.85,,,-24,-13,-25,-16,-18,10
US_TX_48499,2020-05-24,25.51,,,-13,9,,,-10,8
US_TX_48501,2020-05-24,-34.98,,,-34,-12,,,-26,
US_TX_48503,2020-05-24,42.68,,,-36,43,,,-13,
US_TX_48505,2020-05-15,,,,-55,-30,,,-32,
US_TX_48507,2020-05-15,,,,-51,-16,,,-30,
US_UT,2020-05-24,14.48,,,-25,1,111,-25,-19,5
US_UT_49001,2020-05-16,,,,-63,,,-71,-24,
US_UT_49003,2020-05-24,114.36,,,-5,4,4,14,-8,10
US_UT_49005,2020-05-24,24.5,,,-28,34,182,42,-13,3
US_UT_49007,2020-05-16,,,,3,-13,,,-14,
US_UT_49011,2020-05-24,3.16,,,-23,6,81,-22,-15,5
US_UT_49013,2020-05-16,,,,-25,12,,,-4,
US_UT_49015,2020-05-15,,,,-55,2,,,-25,
US_UT_49017,2020-05-24,588.21,,,,,-19,,,
US_UT_49019,2020-05-24,412.36,,,-54,-2,11,,-19,
US_UT_49021,2020-05-24,136.8,,,-17,4,,27,-19,8
US_UT_49023,2020-05-24,325.58,,,-25,-15,,7,-22,
US_UT_49025,2020-05-15,,,,-31,-15,-18,,-22,
US_UT_49027,2020-05-24,323.09,,,-16,67,,,-17,
US_UT_49029,2020-05-15,,,,-68,-2,,,-41,
US_UT_49035,2020-05-24,-18.96,,,-33,-3,62,-49,-22,6
US_UT_49037,2020-05-16,,,,-35,34,62,,-32,
US_UT_49039,2020-05-16,,,,-9,-7,,,-10,
US_UT_49041,2020-05-24,263.95,,,5,2,,41,-7,
US_UT_49043,2020-05-24,-0.91,,,-64,-44,45,-51,-64,6
US_UT_49045,2020-05-24,58.19,,,3,14,,19,-13,4
US_UT_49047,2020-05-24,111.44,,,7,1,19,,-16,5
US_UT_49049,2020-05-24,-16.06,,,-24,-3,172,20,-22,5
US_UT_49051,2020-05-24,80.52,,,4,-1,20,,-38,4
US_UT_49053,2020-05-24,184.18,,,-12,9,55,6,-17,5
US_UT_49057,2020-05-24,14.41,,,-17,-2,145,0,-13,4
US_VA,2020-05-24,-4.38,,,-31,-3,74,-31,-25,8
US_VA_51001,2020-05-24,83.96,,,-4,13,,,-11,13
US_VA_51003,2020-05-24,-5.02,,,-40,-10,52,-41,-35,20
US_VA_51005,2020-05-16,,,,-17,,,-11,-15,
US_VA_51007,2020-05-24,23.68,,,-60,-21,,,-33,
US_VA_51009,2020-05-24,32.87,,,16,18,,,-15,8
US_VA_51011,2020-05-16,,,,-4,12,,,-12,
US_VA_51013,2020-05-24,-35.1,,,-59,-21,32,-77,-41,14
US_VA_51015,2020-05-24,21.59,,,-30,12,-25,62,-16,5
US_VA_51017,2020-05-16,,,,,,-65,,,
US_VA_51019,2020-05-24,64.79,,,-12,20,,,-12,6
US_VA_51021,2020-05-16,,,,,,,23,-32,
US_VA_51023,2020-05-24,24.46,,,-38,9,,4,-22,14
US_VA_51025,2020-05-24,51.28,,,-42,,,-73,-4,
US_VA_51027,2020-05-15,,,,-26,0,,,-25,
US_VA_51029,2020-05-15,,,,-16,-12,,,-34,
US_VA_51031,2020-05-24,6.83,,,-15,12,,,-17,9
US_VA_51033,2020-05-24,31.76,,,-27,6,-53,-3,-14,14
US_VA_51035,2020-05-24,89.05,,,-19,7,,15,-13,4
US_VA_51036,2020-05-15,,,,,,,,-39,
US_VA_51037,2020-05-15,,,,-7,17,,,-28,
US_VA_51041,2020-05-24,-2.54,,,-27,-8,87,1,-22,8
US_VA_51043,2020-05-24,45.27,,,-45,-21,,,-43,
US_VA_51045,2020-05-14,,,,,,,,-34,
US_VA_51047,2020-05-24,24.09,,,-18,1,,,-17,13
US_VA_51049,2020-05-15,,,,-62,-24,,,-33,
US_VA_51051,2020-05-15,,,,-23,-16,,,-30,
US_VA_51053,2020-05-24,43.17,,,34,7,,-46,-7,12
US_VA_51057,2020-05-16,,,,-9,-8,,,-19,
US_VA_51059,2020-05-24,-29.89,,,-47,-15,71,-41,-37,14
US_VA_51061,2020-05-24,36.19,,,-9,-12,,,-17,17
US_VA_51063,2020-05-15,,,,-37,6,,,-33,
US_VA_51065,2020-05-24,31.26,,,-79,-6,,,-21,-1
US_VA_51067,2020-05-24,89.34,,,6,15,,,-16,10
US_VA_51069,2020-05-24,21.84,,,-18,0,-8,-26,-17,6
US_VA_51071,2020-05-16,,,,-26,16,,,-6,
US_VA_51073,2020-05-24,40.67,,,-8,25,,,-9,11
US_VA_51075,2020-05-24,-13.47,,,-44,-23,,,-13,
US_VA_51077,2020-05-15,,,,,,,,-23,
US_VA_51079,2020-05-24,45.97,,,-18,-18,,,-16,
US_VA_51081,2020-05-24,96.19,,,,,,-4,-22,
US_VA_51083,2020-05-24,99.78,,,-11,13,,,-10,5
US_VA_51085,2020-05-24,-1.2,,,-20,-2,,4,-21,8
US_VA_51087,2020-05-24,-11.58,,,-33,-10,14,-57,-25,9
US_VA_51089,2020-05-24,32.55,,,-6,3,,,-12,10
US_VA_51093,2020-05-24,28.47,,,-3,16,,,-9,14
US_VA_51095,2020-05-24,29.92,,,-46,-5,3,,-30,16
US_VA_51097,2020-05-15,,,,,,,,-27,
US_VA_51099,2020-05-24,49.43,,,-2,1,,-37,-13,0
US_VA_51101,2020-05-24,21.84,,,-6,3,,,-4,
US_VA_51103,2020-05-15,,,,-23,6,,,-22,
US_VA_51105,2020-05-16,,,,-34,10,,,-6,
US_VA_51107,2020-05-24,-17.11,,,-43,-14,23,-77,-34,13
US_VA_51109,2020-05-24,75.53,,,8,11,,,-16,13
US_VA_51111,2020-05-15,,,,,-4,,,-27,
US_VA_51113,2020-05-24,60.26,,,-48,-27,,,-31,
US_VA_51115,2020-05-15,,,,-62,2,,,-27,
US_VA_51117,2020-05-24,79.9,,,1,20,8,-5,-9,5
US_VA_51119,2020-05-15,,,,-43,1,,,-29,
US_VA_51121,2020-05-24,11.77,,,-39,-2,,-10,-32,6
US_VA_51125,2020-05-24,134.93,,,-53,-3,,,-17,
US_VA_51127,2020-05-24,53.46,,,-2,3,,2,-16,
US_VA_51131,2020-05-16,,,,-32,-33,-54,,-15,
US_VA_51133,2020-05-15,,,,-13,-17,,,-16,
US_VA_51135,2020-05-24,5.71,,,-30,40,,,-5,
US_VA_51137,2020-05-24,19.21,,,-1,10,,,-22,12
US_VA_51139,2020-05-24,147.88,,,-29,-2,-34,,-15,
US_VA_51141,2020-05-15,,,,-20,19,,,-24,
US_VA_51143,2020-05-24,25.82,,,13,17,,,-13,8
US_VA_51145,2020-05-24,-0.41,,,-4,-8,,,-17,8
US_VA_51147,2020-05-24,-6.22,,,-24,-17,,,-22,
US_VA_51149,2020-05-24,10.5,,,-12,3,,-5,-7,13
US_VA_51153,2020-05-24,-4.77,,,-37,-9,123,-25,-29,11
US_VA_51155,2020-05-24,20.51,,,-1,40,,,-22,11
US_VA_51157,2020-05-15,,,,,,,,-31,
US_VA_51159,2020-05-15,,,,-25,-25,,,-30,
US_VA_51161,2020-05-24,10.33,,,-20,-9,-1,,-23,6
US_VA_51163,2020-05-24,97.21,,,2,,,-2,-14,
US_VA_51165,2020-05-24,5.83,,,-16,0,35,-11,-21,6
US_VA_51167,2020-05-16,,,,-37,-22,,,-1,
US_VA_51169,2020-05-16,,,,-24,-9,,,-14,
US_VA_51171,2020-05-24,28.91,,,-17,12,,-13,-25,12
US_VA_51173,2020-05-24,57.92,,,-6,12,,15,-2,4
US_VA_51175,2020-05-24,39.4,,,-44,-1,,,-7,
US_VA_51177,2020-05-24,13.46,,,-28,3,-38,,-20,8
US_VA_51179,2020-05-24,-9.2,,,-14,0,83,-60,-27,10
US_VA_51181,2020-05-15,,,,,,,,-27,
US_VA_51183,2020-05-24,85.62,,,-47,22,,-3,-24,
US_VA_51185,2020-05-24,33.95,,,15,29,,,-5,8
US_VA_51187,2020-05-24,70.11,,,-3,2,,,-22,13
US_VA_51191,2020-05-24,51.09,,,-12,5,-33,-3,-14,9
US_VA_51193,2020-05-16,,,,-41,6,,,-13,
US_VA_51195,2020-05-24,25.62,,,18,15,,,-7,6
US_VA_51197,2020-05-24,46.37,,,-17,21,,-8,-14,-2
US_VA_51199,2020-05-24,22.69,,,-12,2,42,,-30,19
US_VA_51510,2020-05-16,,,,-48,-13,102,-52,-37,14
US_VA_51520,2020-05-16,,,,-20,9,,,-22,
US_VA_51530,2020-05-15,,,,-40,-14,,,-32,
US_VA_51540,2020-05-16,,,,-59,-27,-24,-58,-44,15
US_VA_51550,2020-05-16,,,,-26,3,95,-27,-20,7
US_VA_51570,2020-05-16,,,,-35,-4,,,-26,
US_VA_51580,2020-05-15,,,,-40,-9,,,-31,
US_VA_51590,2020-05-16,,,,-18,7,,4,-20,8
US_VA_51595,2020-05-16,,,,-16,-1,,-5,-21,
US_VA_51600,2020-05-16,,,,-49,-19,-36,,-44,3
US_VA_51610,2020-05-16,,,,-57,-47,,,-73,
US_VA_51620,2020-05-15,,,,-22,-2,,3,-24,
US_VA_51630,2020-05-16,,,,-40,-11,22,-68,-32,0
US_VA_51640,2020-05-16,,,,-16,12,,,-36,
US_VA_51650,2020-05-16,,,,-27,1,139,-2,-24,7
US_VA_51660,2020-05-16,,,,-41,-17,,-13,-26,13
US_VA_51670,2020-05-16,,,,-5,2,,,-13,10
US_VA_51678,2020-05-15,,,,-55,-6,,,-63,
US_VA_51680,2020-05-16,,,,-37,-13,,-13,-26,6
US_VA_51683,2020-05-16,,,,-25,2,,-42,-31,18
US_VA_51685,2020-05-16,,,,-60,-11,,,-31,
US_VA_51690,2020-05-16,,,,-17,-14,,,-6,
US_VA_51700,2020-05-16,,,,-31,-1,89,-17,-23,6
US_VA_51710,2020-05-16,,,,-32,3,35,-12,-23,6
US_VA_51720,2020-05-15,,,,-11,,,,,
US_VA_51730,2020-05-16,,,,-9,2,,-8,-16,12
US_VA_51735,2020-05-15,,,,-16,-7,,,-43,
US_VA_51740,2020-05-16,,,,-5,2,40,33,-19,5
US_VA_51750,2020-05-16,,,,-65,-13,,,-25,
US_VA_51760,2020-05-16,,,,-47,1,87,-22,-28,8
US_VA_51770,2020-05-16,,,,-32,-5,13,-29,-22,6
US_VA_51775,2020-05-16,,,,-16,3,,,-22,-1
US_VA_51790,2020-05-16,,,,-20,-3,,,-21,0
US_VA_51800,2020-05-16,,,,-23,7,-43,6,-16,5
US_VA_51810,2020-05-16,,,,-25,2,82,-21,-24,7
US_VA_51820,2020-05-16,,,,-19,-1,,,-14,-1
US_VA_51830,2020-05-16,,,,-54,-13,-60,,-39,
US_VA_51840,2020-05-16,,,,-35,-6,-67,,-25,9
US_VI,2020-05-24,-61.98,,,,,,,,
US_VT,2020-05-24,4.6,,,-37,-16,94,-47,-31,8
US_VT_50001,2020-05-24,25.32,,,-19,-18,,,-24,6
US_VT_50003,2020-05-24,35.32,,,-21,3,-20,-69,-35,8
US_VT_50005,2020-05-24,17.91,,,-18,-13,,,-20,2
US_VT_50007,2020-05-24,-7.54,,,-47,-33,88,-51,-34,10
US_VT_50009,2020-05-15,,,,,,,,-33,
US_VT_50011,2020-05-24,36.82,,,-22,4,,,-15,18
US_VT_50013,2020-05-15,,,,,,,-57,-37,
US_VT_50015,2020-05-24,-10.41,,,-59,-17,,-40,-51,
US_VT_50017,2020-05-24,31.19,,,-70,-14,,-59,-14,1
US_VT_50019,2020-05-24,26.15,,,-24,-9,-46,,-25,0
US_VT_50021,2020-05-24,-10.29,,,-32,-16,,-67,-36,16
US_VT_50023,2020-05-24,-0.12,,,-45,-14,,-7,-32,18
US_VT_50025,2020-05-24,4.32,,,-46,-13,-42,,-38,15
US_VT_50027,2020-05-24,7.15,,,-32,-5,-24,-36,-32,18
US_WA,2020-05-24,8.53,,,-40,-10,17,-41,-30,10
US_WA_53001,2020-05-24,91.28,,,-10,19,,37,-17,
US_WA_53003,2020-05-16,,,,-23,,,,-17,7
US_WA_53005,2020-05-24,18.72,,,-36,-1,112,10,-24,6
US_WA_53007,2020-05-24,128.5,,,-31,-3,35,1,-32,6
US_WA_53009,2020-05-24,190.61,,,-21,-8,32,-17,-24,8
US_WA_53011,2020-05-24,-3.86,,,-34,-8,64,-40,-29,10
US_WA_53015,2020-05-24,41.47,,,-22,6,55,-15,-22,8
US_WA_53017,2020-05-24,101.3,,,-44,21,,-20,-26,10
US_WA_53019,2020-05-14,,,,,,,,-31,
US_WA_53021,2020-05-24,34.89,,,-19,9,11,-39,-18,4
US_WA_53025,2020-05-24,132.84,,,-11,30,90,-6,-11,2
US_WA_53027,2020-05-24,247.29,,,-27,-1,-20,-20,-28,9
US_WA_53029,2020-05-24,99.45,,,-22,-8,45,-28,-30,13
US_WA_53031,2020-05-24,183.69,,,-41,-6,7,-33,-26,2
US_WA_53033,2020-05-24,-9.76,,,-55,-21,-15,-57,-38,14
US_WA_53035,2020-05-24,52.51,,,-35,-11,-7,-48,-29,11
US_WA_53037,2020-05-24,130.41,,,-24,22,54,5,-35,12
US_WA_53039,2020-05-16,,,,-50,-2,,,-25,
US_WA_53041,2020-05-24,101.03,,,-29,-1,36,-22,-22,8
US_WA_53043,2020-05-15,,,,,,,,-25,
US_WA_53045,2020-05-24,126.67,,,-12,-3,18,,-26,11
US_WA_53047,2020-05-24,182.05,,,-5,22,,,-17,6
US_WA_53049,2020-05-16,,,,-36,3,-31,,-29,
US_WA_53051,2020-05-15,,,,-57,-1,,,-24,
US_WA_53053,2020-05-24,2.06,,,-38,-7,-2,-24,-29,11
US_WA_53055,2020-05-16,,,,-82,-42,,-33,-32,
US_WA_53057,2020-05-24,85.6,,,-33,-3,48,-32,-28,10
US_WA_53059,2020-05-16,,,,-65,,-1,,-28,
US_WA_53061,2020-05-24,17.91,,,-40,-10,31,-35,-31,11
US_WA_53063,2020-05-24,-1.02,,,-32,-1,107,-18,-24,5
US_WA_53065,2020-05-24,108.42,,,16,10,16,,-15,7
US_WA_53067,2020-05-24,7.95,,,-37,-6,-12,-36,-31,11
US_WA_53071,2020-05-24,50.6,,,-26,-9,-17,4,-26,12
US_WA_53073,2020-05-24,14.8,,,-46,-20,-12,-47,-32,12
US_WA_53075,2020-05-24,-27.05,,,-38,-24,,,-24,14
US_WA_53077,2020-05-24,36.98,,,-28,10,39,-7,-15,5
US_WI,2020-05-24,30.07,,,-27,4,164,-13,-18,7
US_WI_55001,2020-05-24,311.23,,,-43,1,,,-21,
US_WI_55003,2020-05-16,,,,-38,-15,,,-14,
US_WI_55005,2020-05-24,115.72,,,-5,15,-55,,-10,8
US_WI_55007,2020-05-15,,,,-70,-28,,,-39,
US_WI_55009,2020-05-24,-4.38,,,-37,3,161,-74,-24,7
US_WI_55011,2020-05-15,,,,-48,-12,,,-28,
US_WI_55013,2020-05-16,,,,-35,0,,,-6,
US_WI_55015,2020-05-24,51.79,,,-18,6,193,,-19,16
US_WI_55017,2020-05-24,40.87,,,-12,25,,,-12,10
US_WI_55019,2020-05-24,27.63,,,-56,-7,,,-13,9
US_WI_55021,2020-05-24,108.75,,,-13,15,,40,-16,12
US_WI_55023,2020-05-16,,,,-2,3,,,-16,
US_WI_55025,2020-05-24,-0.13,,,-49,-6,131,-39,-26,9
US_WI_55027,2020-05-24,44.77,,,1,10,-9,,-2,3
US_WI_55029,2020-05-24,424.66,,,-13,-9,,,-25,-2
US_WI_55031,2020-05-24,83.36,,,-14,-3,,,-22,12
US_WI_55033,2020-05-24,11.36,,,-17,24,,3,-16,9
US_WI_55035,2020-05-24,18.18,,,-37,0,-49,-28,-16,6
US_WI_55037,2020-04-03,,,,-73,,,,,
US_WI_55039,2020-05-24,37.78,,,-17,-1,12,-5,-17,4
US_WI_55041,2020-05-15,,,,-65,,,,-31,
US_WI_55043,2020-05-24,71.13,,,-7,31,,,-9,12
US_WI_55045,2020-05-24,71.4,,,-18,27,,,-12,13
US_WI_55047,2020-05-16,,,,-23,-5,,,-5,
US_WI_55049,2020-05-24,111.54,,,-14,3,,,-18,2
US_WI_55051,2020-05-15,,,,-70,,,,-32,
US_WI_55053,2020-05-24,56.52,,,2,85,,4,-17,
US_WI_55055,2020-05-24,63.31,,,-15,28,-11,-38,-9,4
